Component,program,project,assay,specimenModality,libraryPrepMethod,nucleicAcidSource,totalReads,platform,sampleProcessingBatch,dataCollectionBatch,alignmentReference,softwareAndVersion,10xProbeSetReference,biospecimenID,libraryID,programPhase
BulkRNA-seqAssayMetadataTemplate,,,,,,,,,,,,,,,,
